CustomerID,Sum_Quantity,Mean_UnitPrice,Mean_TotalPrice,Sum_TotalPrice,Count_Invoice,Count_Stock,Mean_InvoiceCountPerStock,Mean_StockCountPerInvoice,Mean_UnitPriceMeanPerInvoice,Mean_QuantitySumPerInvoice,Mean_TotalPriceMeanPerInvoice,Mean_TotalPriceSumPerInvoice,Mean_UnitPriceMeanPerStock,Mean_QuantitySumPerStock,Mean_TotalPriceMeanPerStock,Mean_TotalPriceSumPerStock
12346,3.851786956626256,-2.120200221688389,3.8007244988579387,3.208209925757361,-1.1583309102520611,-2.283758826216144,-1.0173614602645509,-2.3068817951951734,-2.100614615058286,8.84188535575736,3.718256603286192,7.383300332509651,-2.1420042828658725,3.3871456986765724,3.763067314205238,3.3427101861546284
12747,0.8824529019005106,0.8801210734018307,1.006950735204822,1.4056449853915716,1.5342299936114854,0.15479592665479536,1.9518793539871666,-0.6142424025711822,0.7512898199558736,-0.3060684757552082,0.973937877834281,0.48546242377282145,1.0800043102711239,1.0423573151799685,0.6678339261688812,1.5280822534187202
12748,3.0791034884094914,-0.10616359436847908,-1.0688309866485248,2.7397026972154155,2.3542314561394018,4.051134311439394,1.9760916036569587,0.34342568961812975,1.8765750264700263,-0.23896309461872434,-0.08013425403874758,-0.7103804913044165,-0.04872255780109116,0.34891756331062,-0.8920936322657158,-0.00045316613369037763
12749,0.9870399234622534,1.125773593211451,0.2824584152360869,1.3879190882210481,0.8916006078840263,1.4061924842411444,0.5419012494687249,1.096744803936695,1.0582608429857712,0.7559895844692939,0.259807036012855,1.5285518330538934,1.0578392118958864,-0.1594715467934252,0.2908146745824659,0.3304629387548227
12820,0.4665411040387486,-0.8167739018598797,-0.020014550625342124,0.29544100550100094,0.6582434061420944,0.39455819141965826,-0.4109135595590839,-0.12331009033711382,-0.8250191183067836,0.18927715977419463,-0.10472331883958196,-0.18186222029460708,-0.9350863233005207,0.23914540022348918,0.003565859255327158,-0.12858999956752865
12821,-1.2345357464227054,-0.2349819476367728,-0.060987349107810555,-1.7218224583142545,-1.1583309102520611,-1.36079439845048,-1.0173614602645509,-1.0510935960925707,-0.2610224805528366,-0.8486753646274718,-0.15140579419641262,-1.4896730814256296,-0.23359691704883265,0.11084083821345635,-0.02564750279599266,-0.25558307192698093
12822,0.2675699680535461,-0.07778929331719031,0.2864373391210456,0.30090751284174583,-0.1976645422628544,0.1336865025113863,-0.07906756203993968,0.39820286047336373,-0.16397949051379604,0.676421259650531,0.3483510119431167,0.7853828695871411,-0.14072552213359915,0.26229197862846715,0.2601979983489745,0.22114558488698005
12823,-0.3693999757376969,1.8258361155908587,2.528446274196076,0.7765095906577205,0.8916006078840263,-2.283758826216144,2.0556280166560046,-2.3068817951951734,1.6727307064566759,-1.282734145564366,2.4288493857397224,0.37423778387410916,1.8384506829607654,2.300785218386719,2.554417993605711,2.8001902846678894
12824,-0.36308115839727706,-0.20375648079974892,-0.026777751649985533,-0.4127288873863261,-1.1583309102520611,-0.2878680804158,-1.0173614602645509,0.5005429018920511,-0.2310470535338715,0.4777755074849525,-0.11751360944188097,0.5408966920999716,-0.20207663913796553,-0.14860062062933224,0.008995942495257567,-0.22135035354327653
12826,0.7459990647581679,-0.7908051404149005,-0.002073572081830622,0.6430114975350133,1.1998605903076804,0.442537179035259,1.398902539780985,-0.26415115453619425,-0.6682341201615667,-0.011339374907616976,-0.03895615827800275,-0.33751015049405764,-1.1395913816051864,0.5770456355657508,-0.03869902906252174,0.3244461262879399
12827,-0.4823964745165959,0.053136723164361445,0.07118383453403061,-0.34512370103958306,0.32484012916432653,-0.511636245730032,0.8097773318717092,-0.7329841453185406,0.09869185511017325,-0.9157898248138024,0.09739227894542202,-0.8758113763697114,-0.13178532696041417,-0.021184514752051766,-0.015224952488283715,0.19655281881667153
12828,0.18906279770866588,0.20580217628721315,0.13832005170318865,0.3568520370210436,1.0651431207194726,0.23495703276610821,0.4275878649648536,-0.6175848368710853,0.12223386454637418,-0.6765725287850286,0.02570784944108885,-0.6389314295459375,0.2843363962040658,0.018512711777066943,0.17496862593922233,0.1717685345245524
12829,-0.010436580263292458,2.2564958817318974,0.5730244069006526,-0.6740703120431217,-0.1976645422628544,-1.080377956448439,0.4492686242878759,-1.131149240059284,2.052032087709623,0.235685855434748,0.4448733140497532,-0.8456355730134973,2.516952404446859,1.2996957551547277,0.6895045621316809,0.5823188915340067
